subscription_id,customer_id,plan_id,start_date
203219,10440,108109,2023-06-10
203220,11923,106608,2024-02-23
203221,8268,104271,2024-12-27
203222,9889,100075,2024-12-04
203223,5413,103767,2024-02-19
203224,10636,106926,2024-03-25
203225,10587,108215,2023-08-03
203226,3060,100521,2023-07-15
203227,1240,106502,2023-05-07
203228,11685,103382,2025-06-14
203229,1759,107925,2024-04-05
203230,9780,100243,2023-12-16
203231,3987,104955,2023-02-12
203232,3398,109087,2024-11-27
203233,8750,103631,2023-07-13
203234,3272,101669,2024-10-31
203235,5225,101571,2024-06-08
203236,258,101727,2024-02-12
203237,6600,104581,2024-07-07
203238,186,102581,2023-09-13
203239,6937,102215,2024-07-04
203240,956,101954,2025-06-11
203241,9782,103639,2024-05-27
203242,8660,105987,2023-07-18
203243,1180,101808,2023-12-29
203244,4523,103949,2024-07-30
203245,7931,108916,2023-04-07
203246,5890,107942,2023-09-09
203247,4262,101419,2025-05-30
203248,5203,109500,2025-04-02
203249,1384,100353,2024-11-20
203250,6187,106985,2023-01-13
203251,8194,106886,2025-05-16
203252,3005,103862,2025-01-02
203253,6227,105788,2023-03-03
203254,4747,106508,2023-02-08
203255,2313,106724,2024-10-30
203256,2861,102352,2023-11-15
203257,8102,109048,2024-10-16
203258,9915,102160,2023-05-29
203259,5520,101717,2024-10-15
203260,9016,102399,2025-06-08
203261,6984,101627,2025-03-22
203262,4010,105528,2023-02-14
203263,6813,102055,2023-03-08
203264,989,108674,2023-10-24
203265,544,101268,2023-11-27
203266,7866,109535,2024-05-23
203267,10676,100290,2024-02-09
203268,2228,108577,2023-03-07
203269,609,109247,2024-09-18
203270,7826,105797,2023-07-08
203271,6925,108700,2024-02-10
203272,6856,106131,2023-02-20
203273,8740,103514,2024-03-04
203274,9050,101523,2025-02-20
203275,6412,109129,2025-04-08
203276,11037,102687,2023-04-27
203277,4767,100688,2024-03-29
203278,3704,107718,2023-07-20
203279,884,108610,2024-12-03
203280,7429,101356,2023-10-15
203281,3239,109480,2023-01-19
203282,3196,100165,2024-09-09
203283,2541,100429,2023-02-23
203284,5592,106409,2023-07-01
203285,6518,100649,2024-05-08
203286,120,102905,2024-10-29
203287,4662,108069,2023-10-20
203288,8416,105348,2024-10-30
203289,7355,108576,2025-01-03
203290,8754,108678,2024-09-22
203291,2815,101035,2023-08-25
203292,2757,107567,2023-08-22
203293,8732,101921,2023-12-05
203294,2853,102502,2024-09-02
203295,3395,102834,2023-05-19
203296,9420,107431,2024-11-17
203297,11125,102862,2025-02-28
203298,5374,104194,2023-02-08
203299,1838,104862,2024-08-29
203300,10990,104077,2024-07-17
203301,11206,104846,2024-05-16
203302,6027,104779,2023-08-29
203303,10501,101398,2024-06-02
203304,8799,106584,2025-03-17
203305,5101,105915,2024-09-06
203306,4396,107447,2024-07-13
203307,854,100941,2024-05-01
203308,10309,109405,2023-06-27
203309,4418,107021,2023-08-10
203310,6551,106736,2024-09-05
203311,8573,103968,2024-05-04
203312,5741,105890,2024-10-15
203313,10643,105989,2024-10-25
203314,280,104590,2025-05-01
203315,5509,108916,2023-09-07
203316,8842,108075,2024-01-05
203317,634,100224,2025-06-14
203318,8189,107615,2023-02-02
203319,10111,109521,2023-02-25
203320,11989,103085,2023-04-29
203321,7272,102373,2023-04-08
203322,10325,101275,2025-03-23
203323,3720,105941,2024-08-24
203324,11578,108198,2023-01-03
203325,4633,103162,2023-08-03
203326,3875,101803,2025-04-05
203327,6141,106892,2024-08-17
203328,6890,104336,2023-01-19
203329,1893,100799,2023-03-27
203330,5119,106648,2023-02-01
203331,1485,103276,2023-08-02
203332,5356,103041,2023-01-08
203333,7124,102726,2023-06-28
203334,6279,100894,2024-12-04
203335,9291,103393,2023-03-21
203336,6353,104528,2023-05-14
203337,6330,106531,2025-05-07
203338,3715,103787,2023-04-30
203339,6212,101549,2023-10-27
203340,860,109007,2023-06-09
203341,3118,101727,2023-01-08
203342,1046,107789,2023-03-29
203343,11323,107355,2023-05-04
203344,9865,109537,2023-10-30
203345,5185,107621,2025-01-26
203346,4097,100757,2023-12-09
203347,1805,109892,2024-11-12
203348,10434,109383,2024-01-06
203349,473,109079,2023-03-17
203350,9798,100191,2023-01-06
203351,5452,106768,2025-02-28
203352,7225,103814,2024-10-14
203353,5868,102578,2025-04-01
203354,6836,103701,2024-01-09
203355,9800,106048,2023-03-31
203356,7731,107082,2023-09-02
203357,5923,102984,2023-09-28
203358,1793,103930,2024-10-29
203359,461,102459,2024-12-22
203360,3043,108639,2025-03-13
203361,6167,107847,2023-04-11
203362,891,106503,2024-02-29
203363,5350,106938,2023-01-23
203364,2762,104831,2024-08-18
203365,2747,103167,2024-01-11
203366,7304,107214,2024-03-30
203367,4712,101330,2024-11-11
203368,4932,109503,2023-02-14
203369,6017,107714,2023-03-29
203370,8166,105524,2023-07-16
203371,2477,102106,2024-12-31
203372,8127,108081,2024-12-11
203373,11104,105700,2023-06-17
203374,6452,102000,2023-11-20
203375,8634,107612,2024-06-19
203376,10231,108587,2024-09-01
203377,11702,101890,2024-02-15
203378,11939,109075,2025-06-01
203379,4085,101617,2024-05-03
203380,1735,105198,2025-06-05
203381,1857,101534,2023-03-10
203382,4229,102663,2025-01-10
203383,4311,101901,2023-06-10
203384,4797,108205,2023-11-16
203385,5969,105003,2024-03-02
203386,7203,103553,2023-03-18
203387,11024,103341,2024-03-30
203388,1219,107700,2025-05-11
203389,11698,104321,2023-04-05
203390,9395,100009,2024-11-29
203391,6716,106592,2024-09-03
203392,5263,105084,2023-11-22
203393,10726,100877,2024-07-09
203394,5766,107793,2025-01-28
203395,81,103147,2023-09-18
203396,122,102003,2024-10-27
203397,1488,108077,2024-02-17
203398,1464,107562,2023-01-30
203399,6340,101709,2023-07-31
203400,10654,100603,2023-04-27
203401,1697,102060,2024-04-07
203402,3494,108721,2023-08-15
203403,1483,108559,2024-10-08
203404,10650,101440,2024-04-10
203405,2660,100486,2023-09-08
203406,5209,107703,2024-08-24
203407,6238,105860,2025-05-08
203408,6913,104253,2023-01-13
203409,503,101043,2024-08-06
203410,1046,105197,2023-10-25
203411,2128,106535,2025-01-10
203412,938,107172,2024-07-20
203413,2434,104767,2023-03-18
203414,2015,106901,2025-06-09
203415,4591,103372,2023-10-05
203416,11281,102827,2023-11-07
203417,10827,101143,2025-05-06
203418,2001,104153,2025-06-18
203419,7751,105196,2025-06-17
203420,4779,106485,2024-03-22
203421,2368,104502,2025-02-09
203422,8654,102390,2023-05-10
203423,3750,101024,2024-10-21
203424,6971,104815,2023-05-10
203425,1201,101299,2024-03-08
203426,8376,104288,2024-02-14
203427,899,103676,2024-06-14
203428,9792,105697,2023-04-11
203429,10288,105537,2024-09-20
203430,2439,103901,2023-10-13
203431,11296,106924,2024-02-05
203432,5220,102407,2023-03-08
203433,8115,104697,2024-03-10
203434,4213,105321,2023-07-12
203435,3828,101615,2024-03-19
203436,4430,109511,2025-03-22
203437,5153,100157,2024-03-16
203438,553,105302,2024-10-23
203439,4719,101695,2023-04-09
203440,11322,103493,2024-05-02
203441,10704,101708,2023-08-18
203442,10517,104762,2024-10-18
203443,6968,103967,2024-10-09
203444,1724,100195,2024-05-23
203445,8902,109808,2025-05-18
203446,11206,100746,2024-10-16
203447,7923,108775,2024-03-14
203448,9448,105264,2024-04-08
203449,6157,100877,2023-04-25
203450,9133,108633,2023-08-21
203451,225,104494,2023-04-20
203452,11396,105288,2024-10-11
203453,4560,104645,2024-05-15
203454,5021,108165,2023-09-04
203455,3902,104383,2024-12-19
203456,3652,106081,2024-11-01
203457,10700,109974,2024-04-25
203458,4074,107079,2025-02-16
203459,9880,107829,2023-02-05
203460,1537,106989,2024-05-29
203461,5903,102560,2025-05-06
203462,5945,103956,2023-03-20
203463,10908,107925,2025-03-27
203464,5240,100800,2023-09-18
203465,68,109233,2023-08-08
203466,7763,100304,2023-03-26
203467,1894,108493,2023-12-02
203468,10181,106519,2024-07-24
203469,9377,107335,2023-10-03
203470,10556,100293,2025-01-25
203471,10161,105874,2023-06-23
203472,9252,100349,2023-12-02
203473,11867,105805,2023-02-03
203474,9814,105737,2024-05-09
203475,9348,102510,2024-05-29
203476,1105,108694,2023-10-01
203477,7323,102512,2024-02-04
203478,6525,108280,2023-02-20
203479,6500,103367,2025-01-28
203480,9935,109923,2024-10-12
203481,2817,104719,2023-03-20
203482,6980,101555,2023-04-03
203483,9779,105675,2025-06-01
203484,4414,100578,2025-04-11
203485,11305,106247,2023-07-01
203486,7995,108402,2024-10-23
203487,10018,100425,2024-06-06
203488,8729,100884,2024-02-08
203489,8230,103300,2023-04-02
203490,2011,102460,2024-11-14
203491,1930,107543,2024-08-19
203492,5444,109875,2023-05-23
203493,9084,102434,2025-03-08
203494,2625,103436,2023-09-05
203495,1333,103038,2023-12-04
203496,6393,107964,2024-05-25
203497,2245,105673,2023-01-03
203498,11308,103510,2024-06-15
203499,5637,107028,2023-05-07
203500,6957,102865,2024-12-06
203501,7545,101903,2023-09-25
203502,1507,103105,2023-10-13
203503,2859,108140,2024-10-30
203504,11607,108103,2023-07-13
203505,2359,103303,2023-11-20
203506,10659,108060,2023-08-27
203507,11462,108030,2025-06-02
203508,4168,102948,2025-03-14
203509,1659,105072,2025-01-09
203510,2475,100195,2024-09-15
203511,4140,103034,2023-02-05
203512,7198,109731,2023-09-02
203513,7884,104275,2023-04-25
203514,6056,108327,2024-04-11
203515,1074,104711,2023-05-27
203516,5610,100826,2025-05-30
203517,10855,105396,2024-08-03
203518,2228,105407,2023-08-20
203519,10503,100036,2025-06-03
203520,9416,105967,2024-01-03
203521,11291,108969,2024-05-18
203522,8100,109959,2025-03-30
203523,11570,109944,2023-08-18
203524,6478,104840,2024-11-18
203525,2985,108005,2023-08-04
203526,7543,109585,2023-12-23
203527,7436,102441,2023-08-16
203528,8530,101631,2024-03-08
203529,11158,101171,2023-05-11
203530,9552,102435,2023-03-29
203531,3922,105254,2023-04-17
203532,1671,101207,2023-09-03
203533,10742,103400,2023-02-21
203534,1752,100482,2024-05-01
203535,5377,103076,2024-01-17
203536,11083,100727,2023-07-02
203537,4263,106636,2024-08-13
203538,4570,108607,2025-05-02
203539,4725,101698,2023-06-24
203540,3460,102285,2025-04-22
203541,11949,102067,2023-07-05
203542,3738,102788,2023-02-04
203543,9138,107932,2025-03-15
203544,4085,108581,2025-02-09
203545,5272,107775,2023-03-02
203546,11789,109430,2023-11-08
203547,3395,109581,2025-04-30
203548,1718,104073,2024-05-06
203549,196,108631,2023-12-28
203550,9206,107203,2024-06-15
203551,3361,107860,2024-09-24
203552,2777,102030,2023-08-19
203553,1829,106951,2025-04-15
203554,9075,103045,2023-05-24
203555,6157,100887,2024-06-12
203556,107,109766,2023-08-03
203557,7314,101108,2024-01-17
203558,1749,103800,2023-03-18
203559,7359,108904,2023-11-05
203560,4423,109807,2024-07-11
203561,9161,104037,2024-07-07
203562,52,103234,2024-03-30
203563,10453,104560,2024-10-27
203564,7171,103790,2024-07-10
203565,2021,101569,2023-08-17
203566,3423,107298,2023-03-04
203567,10997,104100,2024-08-11
203568,4368,106483,2023-06-23
203569,5017,106001,2023-11-17
203570,5056,100511,2024-03-26
203571,8000,100250,2023-01-16
203572,5258,103812,2023-12-31
203573,5275,108319,2024-06-15
203574,2133,103350,2023-09-28
203575,9041,101657,2024-11-14
203576,2037,108376,2023-01-29
203577,10941,109100,2025-04-10
203578,2936,109252,2024-10-29
203579,3807,108479,2023-11-26
203580,950,102233,2025-01-16
203581,8765,104593,2024-05-18
203582,7885,109693,2024-07-20
203583,2720,105581,2024-06-11
203584,7968,105802,2023-08-13
203585,7611,101150,2024-01-16
203586,6983,104830,2023-04-13
203587,5262,103848,2023-08-10
203588,546,107312,2025-03-01
203589,265,106248,2024-02-25
203590,6818,108085,2023-03-04
203591,10562,106580,2023-08-07
203592,3817,101485,2023-04-13
203593,9390,101132,2025-01-05
203594,7058,101529,2023-04-17
203595,9672,105446,2023-12-12
203596,3609,100419,2024-09-01
203597,4013,108030,2023-07-30
203598,11902,101870,2025-05-11
203599,3119,104189,2024-12-02
203600,936,103775,2024-05-14
203601,8076,101265,2024-04-22
203602,138,103522,2024-05-12
203603,9376,103461,2023-01-29
203604,6786,101598,2025-04-10
203605,8823,109515,2023-05-21
203606,834,100239,2023-10-21
203607,6080,108477,2023-05-13
203608,739,107813,2023-05-28
203609,1582,106409,2023-07-06
203610,4429,107353,2024-12-10
203611,4892,102081,2023-11-02
203612,7072,109157,2023-10-04
203613,7835,103995,2023-05-31
203614,5902,105264,2023-03-04
203615,6957,105382,2025-05-04
203616,2203,109430,2024-11-07
203617,9928,100395,2023-12-10
203618,11740,103586,2024-01-29
203619,7228,101961,2023-05-13
203620,397,107378,2023-06-12
203621,11932,100561,2024-09-28
203622,5663,107811,2024-07-15
203623,10837,109918,2023-01-24
203624,3837,105141,2024-12-13
203625,11497,105257,2023-01-12
203626,8801,101618,2024-08-05
203627,9904,106790,2024-07-06
203628,4310,104550,2023-11-26
203629,7135,105352,2024-12-21
203630,7319,108825,2025-03-09
203631,1302,107328,2023-09-27
203632,4824,103039,2023-02-04
203633,5155,104265,2023-02-26
203634,10418,105924,2023-03-28
203635,6061,105339,2024-03-05
203636,7936,104598,2023-01-10
203637,9241,102856,2023-02-19
203638,1918,106449,2024-10-23
203639,8167,105177,2024-09-07
203640,9778,103977,2023-02-06
203641,394,101173,2023-08-18
203642,4219,101286,2023-11-07
203643,546,105720,2025-01-25
203644,10308,108829,2023-02-23
203645,6351,107844,2023-01-20
203646,9354,101183,2025-05-13
203647,4176,104453,2024-03-19
203648,5888,105069,2024-06-15
203649,4217,100092,2023-02-20
203650,223,100659,2023-10-28
203651,613,100369,2023-10-27
203652,11686,106756,2023-09-18
203653,5879,104128,2024-09-30
203654,7569,106309,2024-06-25
203655,3458,104845,2025-01-19
203656,8774,107221,2023-12-26
203657,2792,105920,2024-02-21
203658,311,104622,2024-07-18
203659,9519,109913,2023-05-26
203660,4621,106494,2024-03-11
203661,2205,105182,2024-03-30
203662,6915,100992,2023-03-27
203663,3153,108690,2023-02-10
203664,11415,107709,2024-09-08
203665,5430,101297,2023-04-02
203666,8310,101837,2023-06-24
203667,10938,101750,2025-03-22
203668,6293,105782,2023-07-01
203669,11162,106110,2023-03-03
203670,9124,101926,2024-01-12
203671,9276,105406,2024-09-08
203672,369,105051,2023-09-04
203673,1784,105542,2023-01-23
203674,7196,101158,2025-03-05
203675,8148,104207,2023-03-14
203676,10354,107092,2024-12-01
203677,4498,107882,2025-04-03
203678,7934,106346,2025-06-18
203679,3092,101664,2024-10-02
203680,654,103748,2025-03-06
203681,2561,104056,2023-05-05
203682,9568,107514,2024-02-16
203683,7731,100949,2023-06-16
203684,5935,105035,2024-01-20
203685,1633,106772,2024-06-06
203686,4162,104793,2023-10-12
203687,6222,109728,2024-03-05
203688,4635,105988,2025-02-18
203689,10546,108276,2024-09-13
203690,2950,104118,2024-11-30
203691,5052,101377,2024-11-11
203692,8885,103735,2023-07-09
203693,8332,101103,2025-06-06
203694,1443,103967,2025-06-03
203695,7274,102081,2023-10-06
203696,11188,104572,2025-02-24
203697,8080,109760,2025-04-16
203698,11637,102575,2025-03-10
203699,9475,107497,2025-02-05
203700,11748,105319,2024-08-11
203701,1513,104361,2025-05-04
203702,4905,108688,2024-08-12
203703,5010,100328,2023-01-06
203704,9412,105072,2024-01-29
203705,5567,108920,2023-09-19
203706,6639,103845,2025-03-25
203707,9504,102535,2024-10-21
203708,4739,109181,2025-01-29
203709,8244,108100,2024-07-27
203710,300,107809,2025-02-08
203711,3997,107839,2024-02-11
203712,10914,107821,2024-03-04
203713,4173,109375,2024-04-26
203714,3372,107419,2024-06-27
203715,742,105270,2023-09-12
203716,4493,102426,2023-12-26
203717,1828,109223,2023-04-13
203718,8815,107448,2023-05-06
203719,6938,102078,2025-05-17
203720,8819,109366,2024-04-02
203721,5024,107235,2024-03-21
203722,7500,107087,2024-03-11
203723,11374,106559,2025-02-10
203724,940,101338,2024-08-25
203725,1975,109854,2023-07-14
203726,5977,102682,2024-01-25
203727,4148,102068,2023-12-17
203728,9452,103451,2023-04-26
203729,7346,107131,2025-06-04
203730,9493,108131,2025-05-15
203731,254,108700,2025-03-23
203732,5817,106889,2025-02-09
203733,7332,105220,2024-08-11
203734,1914,100429,2024-10-05
203735,6141,107145,2025-01-21
203736,3483,109687,2024-10-29
203737,10993,106811,2024-05-11
203738,761,104965,2025-05-26
203739,4547,107297,2024-05-03
203740,7886,101819,2023-10-06
203741,558,105824,2025-04-04
203742,7378,107669,2023-02-26
203743,2209,105984,2025-02-06
203744,300,101402,2024-01-04
203745,6038,104622,2023-09-20
203746,10121,104624,2023-02-06
203747,10485,108819,2023-11-25
203748,7509,105305,2023-05-16
203749,6066,106381,2024-10-07
203750,3547,108039,2023-09-22
203751,4377,109005,2023-10-03
203752,5849,105516,2025-01-20
203753,5519,107757,2024-02-04
203754,11029,106718,2023-08-04
203755,3966,105543,2024-12-07
203756,4449,103011,2023-01-04
203757,11610,105472,2023-01-28
203758,9262,105595,2023-08-09
203759,162,107362,2023-06-14
203760,7708,107703,2023-05-14
203761,8651,102342,2024-05-01
203762,6375,109369,2023-12-01
203763,11015,108316,2024-07-23
203764,8159,100987,2025-01-04
203765,9099,109521,2023-10-07
203766,2582,106986,2025-04-16
203767,6605,100375,2023-08-29
203768,6714,106942,2025-04-10
203769,9997,108853,2023-02-01
203770,10424,103071,2025-03-07
203771,7614,107130,2024-11-28
203772,5018,104329,2024-07-07
203773,2826,109832,2025-04-23
203774,4678,103221,2024-12-09
203775,5905,100757,2023-02-27
203776,7897,109883,2025-04-30
203777,6523,101682,2024-03-18
203778,5815,103669,2024-05-04
203779,8123,107652,2024-11-28
203780,8610,104196,2023-05-23
203781,4558,108045,2023-04-19
203782,6883,104718,2024-07-31
203783,1059,109608,2023-04-25
203784,6384,103163,2024-11-27
203785,7018,109535,2023-12-08
203786,356,107713,2025-04-02
203787,2845,105622,2024-09-13
203788,2883,105641,2023-02-06
203789,1624,106361,2024-09-12
203790,1212,105713,2024-03-13
203791,10045,107806,2024-06-26
203792,1016,107871,2024-10-01
203793,8350,102326,2023-08-02
203794,877,107836,2024-11-16
203795,755,100347,2024-06-20
203796,1038,103223,2023-08-09
203797,5045,109495,2023-01-19
203798,2318,103417,2025-02-28
203799,7870,104910,2023-08-26
203800,2914,107082,2024-08-10
203801,11733,102877,2025-02-15
203802,4567,104611,2023-04-11
203803,9048,100062,2023-04-03
203804,11415,106216,2024-11-19
203805,9458,105775,2024-09-17
203806,10047,101931,2023-05-01
203807,10566,102860,2024-08-09
203808,4924,106890,2023-09-27
203809,646,104052,2023-03-11
203810,1753,108887,2023-06-09
203811,9066,107572,2024-09-05
203812,1548,104312,2024-03-21
203813,5853,109669,2023-12-24
203814,1572,101346,2024-10-31
203815,2378,100451,2025-04-09
203816,3090,103777,2024-07-30
203817,976,106021,2024-09-09
203818,6305,107082,2024-11-27
203819,7090,109498,2023-09-17
203820,2527,103553,2024-08-10
203821,4753,103095,2024-07-25
203822,11071,103405,2025-01-08
203823,7892,105854,2025-06-01
203824,11075,104703,2023-06-12
203825,8682,108207,2023-11-04
203826,6307,103971,2024-04-30
203827,11789,107854,2023-09-05
203828,5022,109010,2024-10-07
203829,5317,100880,2025-01-22
203830,3992,100160,2025-04-15
203831,11978,102938,2025-06-14
203832,7350,107781,2025-03-20
203833,2239,101300,2024-04-09
203834,9429,103349,2025-04-13
203835,1223,106571,2023-06-12
203836,5862,100764,2025-05-11
203837,5407,105776,2023-07-22
203838,2588,106956,2024-03-30
203839,10116,109935,2023-05-30
203840,4554,105001,2024-11-22
203841,11518,108373,2023-09-09
203842,11321,107633,2023-05-28
203843,6465,109149,2025-01-05
203844,7560,107986,2024-08-26
203845,3942,108360,2025-06-19
203846,10912,108627,2024-08-06
203847,4398,109741,2023-03-23
203848,2810,108628,2024-03-22
203849,7249,102716,2024-06-02
203850,7989,107867,2023-09-21
203851,8157,108821,2024-01-28
203852,10102,101368,2023-02-23
203853,4827,100296,2024-03-29
203854,6217,102710,2024-09-03
203855,6180,106241,2023-11-18
203856,2993,104616,2023-04-13
203857,5190,107964,2023-08-14
203858,1218,108418,2023-02-21
203859,2306,100300,2023-10-20
203860,331,104324,2023-03-21
203861,11541,100131,2024-04-16
203862,1676,109287,2023-03-12
203863,2207,109751,2025-03-05
203864,4585,104086,2025-03-16
203865,11280,104072,2024-04-12
203866,922,102950,2024-03-08
203867,5971,107173,2024-06-25
203868,1634,104770,2024-09-27
203869,6483,103638,2025-03-30
203870,5859,105208,2023-01-31
203871,1294,109543,2023-08-03
203872,6063,103425,2023-03-06
203873,10842,101302,2023-02-01
203874,1865,105297,2024-06-07
203875,4951,106052,2024-02-10
203876,7257,103691,2025-06-15
203877,1502,103587,2024-05-03
203878,943,100759,2025-01-11
203879,11426,101075,2024-11-11
203880,11356,107556,2023-10-09
203881,9294,103123,2023-04-05
203882,7390,105890,2024-02-29
203883,455,108187,2023-08-27
203884,112,103030,2023-04-17
203885,11562,107296,2023-08-07
203886,7425,103492,2023-08-30
203887,9758,107882,2025-04-10
203888,10382,100726,2023-03-27
203889,94,101601,2024-11-07
203890,4742,109269,2023-06-25
203891,6779,102564,2023-03-20
203892,9038,102590,2025-06-04
203893,2610,104278,2023-01-16
203894,2,106815,2023-03-21
203895,3420,108589,2024-01-26
203896,5483,104423,2025-05-16
203897,11346,109725,2024-03-12
203898,6601,100869,2023-06-25
203899,10655,105130,2025-05-25
203900,1393,104438,2023-09-13
203901,5594,108889,2025-01-09
203902,679,104535,2025-04-28
203903,7717,101368,2023-03-07
203904,9128,100507,2025-03-16
203905,534,104962,2023-12-14
203906,862,101359,2023-11-20
203907,3972,101148,2024-12-25
203908,1844,109375,2023-12-02
203909,10015,106660,2023-03-01
203910,2476,107896,2024-02-20
203911,9838,103122,2025-03-29
203912,11515,104490,2025-03-26
203913,8101,107942,2024-09-13
203914,7161,106835,2023-02-20
203915,5364,104206,2024-05-29
203916,5445,106161,2023-06-03
203917,5191,107737,2023-12-25
203918,135,104479,2023-06-23
203919,2941,105073,2024-02-15
203920,4276,100933,2024-02-01
203921,9678,104317,2024-11-09
203922,11342,108196,2024-02-29
203923,1797,108062,2023-12-12
203924,4225,101735,2025-01-26
203925,8491,102611,2024-05-25
203926,8176,101792,2025-03-23
203927,1898,104917,2024-07-29
203928,9144,101592,2024-01-27
203929,910,106048,2024-07-23
203930,346,101240,2024-08-04
203931,8180,105412,2023-12-29
203932,8030,100689,2024-07-24
203933,2792,106579,2024-05-18
203934,8986,106250,2025-05-20
203935,5343,100765,2023-09-26
203936,4438,104747,2023-04-04
203937,4899,104572,2025-02-03
203938,2252,104270,2025-02-23
203939,2375,106626,2024-05-20
203940,10309,100308,2024-06-26
203941,8828,100993,2024-12-17
203942,5678,100715,2023-03-08
203943,5381,102030,2023-08-21
203944,7181,108386,2024-11-04
203945,6801,102897,2024-02-25
203946,8354,104130,2025-06-17
203947,10116,107279,2023-02-14
203948,4806,102343,2023-09-18
203949,1029,106734,2025-01-13
203950,9232,108273,2023-04-30
203951,4831,102456,2025-06-14
203952,92,107296,2024-01-27
203953,10805,108831,2023-03-22
203954,7195,100174,2023-02-15
203955,7032,108764,2023-03-21
203956,4337,103604,2024-03-12
203957,5898,109450,2024-04-28
203958,2526,103697,2024-09-02
203959,10659,107660,2024-02-05
203960,6736,101717,2024-11-30
203961,777,105127,2023-09-15
203962,1991,107521,2025-03-13
203963,1369,105283,2023-02-08
203964,480,108099,2024-03-18
203965,228,101317,2024-12-05
203966,7491,105700,2025-02-14
203967,1817,108797,2023-01-07
203968,90,107353,2024-04-29
203969,9071,104103,2023-07-03
203970,8306,104653,2024-01-12
203971,5941,107481,2024-03-23
203972,1682,108675,2024-10-02
203973,7011,107917,2024-05-08
203974,750,107102,2024-03-14
203975,7998,102151,2024-12-05
203976,1513,109898,2025-01-13
203977,2611,102898,2024-07-20
203978,3811,104906,2024-08-23
203979,1923,104243,2023-07-30
203980,175,109698,2025-03-25
203981,2475,101815,2024-01-07
203982,2596,107414,2023-06-30
203983,5957,107951,2024-07-01
203984,3639,103216,2024-03-08
203985,7600,104594,2025-03-14
203986,11275,100892,2024-06-20
203987,11107,109441,2023-04-15
203988,2795,100737,2023-12-20
203989,9716,109569,2025-04-07
203990,4385,104696,2024-12-05
203991,7624,106408,2024-08-28
203992,8740,108840,2023-01-30
203993,1485,102890,2024-11-18
203994,2707,105608,2025-02-12
203995,6636,102115,2023-03-04
203996,8719,103542,2024-02-29
203997,1574,100239,2025-05-30
203998,9165,108843,2023-02-09
203999,2437,105861,2024-05-17
204000,10784,100631,2025-03-22
204001,1145,106610,2025-06-14
204002,10633,102760,2025-01-04
204003,775,106525,2025-01-05
204004,3948,107499,2023-03-05
204005,3711,106090,2023-12-12
204006,10143,105763,2024-09-29
204007,1731,105211,2023-05-07
204008,6414,107179,2024-01-23
204009,1260,107137,2024-12-23
204010,6773,102486,2024-08-09
204011,6650,105689,2024-07-08
204012,6498,103160,2024-01-31
204013,891,102176,2025-03-10
204014,5895,103990,2025-06-01
204015,6156,108413,2024-05-14
204016,3081,102365,2025-04-08
204017,994,102428,2023-07-02
204018,5345,104521,2024-01-04
204019,754,109005,2023-01-21
204020,6345,104395,2023-01-19
204021,10036,107196,2024-07-26
204022,7588,103348,2025-04-22
204023,10641,109157,2024-05-24
204024,1588,108779,2023-07-24
204025,10421,104711,2023-05-01
204026,917,100834,2024-10-17
204027,74,107161,2024-02-03
204028,5286,108846,2023-10-27
204029,8443,104706,2023-09-04
204030,11658,109234,2023-08-25
204031,448,100096,2023-10-11
204032,7055,101016,2023-08-19
204033,11495,105132,2025-05-06
204034,10652,106785,2023-01-02
204035,11615,108744,2024-09-15
204036,11409,108135,2023-02-09
204037,6289,104521,2024-08-01
204038,11195,104014,2024-04-26
204039,6111,100088,2023-10-19
204040,4631,107660,2024-09-17
204041,835,105160,2025-02-04
204042,9085,103975,2023-03-01
204043,4306,107699,2023-01-16
204044,2073,108005,2024-11-01
204045,8680,109453,2023-01-25
204046,2619,107463,2024-03-11
204047,4308,106035,2023-04-27
204048,3082,100072,2024-12-03
204049,783,105254,2024-10-07
204050,819,101938,2024-09-30
204051,8937,105371,2024-05-17
204052,5381,104896,2024-05-08
204053,3437,108883,2024-06-04
204054,4,108880,2023-10-17
204055,2949,107942,2023-11-11
204056,400,106272,2023-06-13
204057,8365,102697,2024-05-28
204058,5334,100044,2024-03-31
204059,2684,105644,2023-11-19
204060,3666,103012,2023-01-14
204061,6070,102295,2024-07-03
204062,5911,101196,2023-11-24
204063,6059,100919,2023-04-30
204064,3089,105399,2023-06-10
204065,4144,107670,2023-03-24
204066,1506,107172,2024-07-20
204067,8359,107766,2024-11-19
204068,5662,100221,2025-01-06
204069,5922,102001,2023-08-02
204070,10197,101973,2025-06-17
204071,8694,104379,2023-03-31
204072,8404,100402,2024-01-03
204073,1517,104744,2023-04-15
204074,2084,100362,2024-12-31
204075,54,108071,2023-09-22
204076,10354,100684,2023-10-09
204077,6123,101110,2023-12-06
204078,7010,109511,2024-09-10
204079,3488,103544,2025-04-01
204080,2524,107747,2024-02-21
204081,11472,102383,2025-03-14
204082,6270,109204,2024-08-08
204083,9567,104346,2024-04-03
204084,3705,108372,2024-04-21
204085,10023,103328,2023-02-13
204086,9296,102472,2024-11-21
204087,6057,102920,2025-05-21
204088,3337,109876,2023-02-19
204089,6152,100840,2024-01-11
204090,6763,103256,2024-02-26
204091,744,107192,2023-03-24
204092,2437,104943,2025-04-29
204093,2017,103336,2024-05-03
204094,3362,109991,2025-05-15
204095,4868,101419,2023-05-21
204096,10571,105128,2024-07-02
204097,1139,109298,2023-08-16
