call_id,customer_id,call_date,duration_minutes,call_type
304130,7470,2023-02-06,26,local
304131,6000,2023-01-05,60,roaming
304132,1320,2025-06-14,43,international
304133,11956,2024-10-31,40,local
304134,6610,2023-04-11,7,roaming
304135,11586,2024-07-05,46,local
304136,9979,2025-03-26,21,international
304137,11519,2023-03-03,51,international
304138,10618,2024-08-09,40,local
304139,11875,2023-07-05,16,local
304140,3180,2024-03-17,32,roaming
304141,3936,2024-02-14,45,international
304142,11252,2023-09-19,47,local
304143,1343,2025-02-08,37,roaming
304144,7809,2023-08-08,8,local
304145,1471,2025-02-27,11,local
304146,11995,2023-05-26,56,international
304147,2772,2023-07-02,8,international
304148,3967,2023-03-10,32,international
304149,10960,2024-11-24,41,local
304150,10132,2024-08-31,55,local
304151,8974,2024-08-05,9,roaming
304152,7377,2023-09-06,15,international
304153,258,2024-09-12,46,international
304154,8832,2024-02-09,16,international
304155,4762,2024-03-23,38,local
304156,4090,2025-03-11,9,international
304157,7035,2023-05-23,17,local
304158,9527,2025-01-14,38,roaming
304159,6958,2024-01-21,53,local
304160,9682,2023-01-18,56,international
304161,4543,2023-05-15,43,international
304162,6933,2023-07-28,14,roaming
304163,10288,2024-10-01,6,local
304164,2427,2024-06-24,57,local
304165,153,2023-07-09,53,local
304166,10527,2024-04-28,4,roaming
304167,11120,2025-01-17,56,international
304168,350,2024-10-01,52,roaming
304169,3203,2023-03-15,19,local
304170,7509,2024-11-16,16,roaming
304171,4079,2024-02-03,8,local
304172,3838,2024-08-25,14,local
304173,8969,2023-04-04,36,roaming
304174,4210,2023-12-18,41,international
304175,10941,2024-10-31,58,roaming
304176,7238,2023-12-26,53,local
304177,11277,2025-03-12,44,international
304178,2585,2023-09-04,50,roaming
304179,11162,2023-12-16,36,roaming
304180,7199,2023-06-04,23,local
304181,6268,2024-04-12,46,local
304182,3681,2023-05-26,9,roaming
304183,3607,2024-04-06,53,roaming
304184,264,2024-08-16,2,local
304185,1714,2023-09-03,20,international
304186,5117,2023-10-26,59,local
304187,9890,2023-01-11,45,local
304188,5391,2024-11-23,55,local
304189,3631,2024-08-14,58,international
304190,9184,2023-08-18,54,local
304191,11341,2023-05-17,53,roaming
304192,6941,2024-01-05,3,roaming
304193,214,2023-05-01,12,roaming
304194,1157,2024-06-01,20,roaming
304195,8738,2024-09-19,15,roaming
304196,6349,2023-11-03,22,roaming
304197,1022,2023-09-10,56,roaming
304198,856,2025-02-22,4,international
304199,7631,2025-03-11,37,roaming
304200,1114,2024-10-30,57,local
304201,4654,2024-02-23,36,roaming
304202,647,2024-01-26,41,local
304203,6291,2023-12-22,26,local
304204,2372,2023-04-25,44,international
304205,5097,2024-04-28,9,international
304206,7947,2023-07-04,14,international
304207,634,2024-03-20,35,roaming
304208,11746,2024-03-26,32,local
304209,7888,2025-03-04,57,international
304210,10494,2023-07-23,36,international
304211,6382,2024-07-16,39,roaming
304212,7967,2024-12-25,4,international
304213,3411,2025-04-24,47,international
304214,10597,2023-05-09,7,roaming
304215,266,2025-01-14,49,roaming
304216,10052,2024-11-26,57,local
304217,1781,2024-02-11,59,roaming
304218,8276,2023-05-19,57,local
304219,11807,2024-05-25,37,roaming
304220,6091,2023-09-08,46,international
304221,2192,2024-11-27,41,local
304222,5398,2024-02-25,26,roaming
304223,377,2024-04-12,15,international
304224,2816,2024-02-10,29,international
304225,6366,2023-12-28,57,local
304226,10180,2025-05-19,49,roaming
304227,11522,2024-07-06,60,local
304228,6132,2023-09-06,42,local
304229,3188,2024-02-11,8,local
304230,271,2023-10-03,41,international
304231,10368,2023-01-21,53,roaming
304232,5445,2023-04-22,1,local
304233,1593,2024-07-31,46,roaming
304234,5597,2023-01-04,3,roaming
304235,9137,2025-02-02,31,local
304236,6477,2023-10-05,56,international
304237,2350,2024-04-05,7,international
304238,7465,2023-12-26,52,local
304239,156,2024-01-05,37,local
304240,11970,2025-05-08,56,international
304241,4306,2023-03-22,24,international
304242,11980,2023-06-11,16,roaming
304243,8125,2023-09-24,12,international
304244,7592,2023-10-17,10,roaming
304245,5331,2024-07-07,38,local
304246,10229,2025-05-28,38,roaming
304247,5176,2024-09-21,57,international
304248,5069,2024-03-14,21,local
304249,9410,2024-06-29,19,international
304250,11162,2025-04-23,24,international
304251,3462,2025-01-31,8,international
304252,485,2025-03-23,14,local
304253,10535,2024-07-28,43,roaming
304254,8380,2024-08-26,58,international
304255,10995,2024-07-01,37,international
304256,9144,2025-04-28,40,international
304257,1723,2024-12-11,56,international
304258,2071,2024-03-16,49,local
304259,11334,2024-12-23,23,local
304260,8505,2024-07-18,9,roaming
304261,171,2024-11-26,44,roaming
304262,2633,2025-05-31,14,local
304263,5113,2023-07-17,43,roaming
304264,625,2024-11-09,10,international
304265,2442,2023-02-10,1,roaming
304266,2077,2025-03-05,37,roaming
304267,8466,2024-09-30,2,international
304268,2650,2024-11-17,27,roaming
304269,11388,2024-07-14,3,roaming
304270,7838,2024-07-10,12,international
304271,3875,2023-09-25,25,international
304272,10763,2023-01-01,38,roaming
304273,7268,2024-11-07,33,roaming
304274,5393,2024-10-27,3,international
304275,1159,2024-01-28,5,local
304276,1930,2024-10-28,10,local
304277,7526,2024-06-24,35,roaming
304278,11838,2025-04-21,35,roaming
304279,8525,2024-11-20,46,roaming
304280,1416,2024-03-20,42,local
304281,6428,2024-03-08,60,international
304282,10018,2024-06-04,31,international
304283,2294,2023-06-14,57,local
304284,3730,2024-06-26,60,international
304285,4990,2023-11-16,26,local
304286,1494,2024-04-16,37,roaming
304287,5193,2023-11-06,39,roaming
304288,6030,2025-02-01,30,local
304289,11149,2025-04-23,6,international
304290,172,2023-10-29,40,international
304291,10546,2024-12-18,20,roaming
304292,10396,2023-03-14,24,local
304293,6327,2023-05-05,17,international
304294,1179,2024-12-04,43,roaming
304295,8876,2025-02-09,14,local
304296,3756,2023-06-04,7,roaming
304297,8629,2023-04-23,45,international
304298,7754,2025-04-07,3,international
304299,9556,2023-04-17,59,international
304300,6442,2025-05-05,7,local
304301,957,2024-05-13,9,international
304302,1015,2024-04-22,25,roaming
304303,11179,2025-06-16,23,local
304304,6897,2025-06-17,19,roaming
304305,929,2024-10-18,54,international
304306,4718,2023-02-04,57,local
304307,5514,2024-07-18,49,roaming
304308,11698,2023-10-22,19,international
304309,1689,2025-01-10,52,local
304310,8235,2025-06-16,11,international
304311,2296,2024-09-28,17,local
304312,8771,2024-09-27,35,local
304313,1805,2025-05-14,28,international
304314,4649,2025-04-10,56,roaming
304315,7794,2023-06-16,43,international
304316,8599,2025-02-03,16,local
304317,5171,2025-03-26,39,international
304318,8115,2023-11-04,45,roaming
304319,5993,2024-09-28,7,local
304320,3378,2024-05-26,23,roaming
304321,9480,2025-03-01,13,local
304322,4189,2024-01-11,51,roaming
304323,3065,2025-03-09,14,roaming
304324,8735,2023-04-01,33,international
304325,1832,2024-02-11,38,international
304326,6279,2025-02-02,29,international
304327,7085,2024-07-29,57,roaming
304328,10943,2025-02-09,9,roaming
304329,10294,2025-04-16,12,international
304330,10595,2025-03-28,30,international
304331,8506,2023-02-02,31,local
304332,5404,2024-04-25,43,roaming
304333,7251,2024-01-01,54,roaming
304334,1193,2023-07-14,6,international
304335,4564,2024-03-04,13,international
304336,8171,2024-11-02,28,local
304337,1703,2023-08-11,44,international
304338,202,2024-03-19,10,roaming
304339,4672,2025-04-20,46,roaming
304340,4516,2023-09-30,30,roaming
304341,3002,2025-03-17,32,local
304342,5102,2023-12-30,21,roaming
304343,7970,2024-02-04,39,roaming
304344,9573,2024-07-01,50,international
304345,5121,2023-03-10,7,roaming
304346,4673,2024-06-25,38,local
304347,11051,2023-07-27,46,local
304348,6513,2025-02-09,57,local
304349,10109,2024-08-02,53,international
304350,494,2023-03-10,20,international
304351,8072,2023-04-27,24,roaming
304352,9468,2024-08-10,44,international
304353,8122,2024-11-05,53,local
304354,9428,2023-09-22,60,roaming
304355,4477,2023-12-03,40,international
304356,11409,2024-09-23,26,local
304357,4316,2023-02-09,57,roaming
304358,7444,2024-04-09,53,international
304359,1381,2024-06-04,19,local
304360,2334,2024-01-25,17,local
304361,5335,2025-05-19,58,local
304362,5932,2023-05-19,39,local
304363,2856,2023-05-19,30,international
304364,9618,2024-12-17,32,local
304365,11400,2024-11-04,4,international
304366,7454,2023-07-04,8,roaming
304367,7058,2023-10-13,22,roaming
304368,3625,2023-05-13,43,international
304369,1512,2025-04-26,26,roaming
304370,1253,2024-04-24,52,international
304371,9384,2024-08-01,15,roaming
304372,11609,2024-09-16,18,international
304373,10529,2023-06-16,11,international
304374,11623,2024-08-30,51,local
304375,8475,2025-03-31,1,international
304376,5146,2025-03-15,17,international
304377,833,2023-02-26,46,international
304378,9155,2024-06-25,32,local
304379,11774,2023-01-05,41,local
304380,9218,2024-03-03,42,local
304381,408,2025-04-15,23,roaming
304382,6693,2024-10-25,16,local
304383,6407,2025-05-27,17,local
304384,9481,2024-04-08,27,local
304385,8908,2025-06-09,11,international
304386,1396,2024-11-07,11,roaming
304387,9139,2024-07-16,12,international
304388,4010,2023-05-06,2,roaming
304389,9311,2024-02-20,49,roaming
304390,7467,2023-06-26,24,international
304391,763,2024-03-26,32,roaming
304392,4135,2024-07-05,60,roaming
304393,11839,2025-02-11,55,local
304394,6807,2025-06-03,33,local
304395,173,2023-10-13,14,local
304396,8502,2023-04-04,9,international
304397,7952,2023-08-12,8,international
304398,7600,2023-10-31,44,local
304399,11105,2024-05-07,35,roaming
304400,10505,2025-02-23,17,local
304401,7835,2024-07-11,44,roaming
304402,7708,2023-06-13,18,local
304403,7557,2023-12-24,33,local
304404,4470,2023-01-26,45,international
304405,5369,2025-05-02,4,roaming
304406,5432,2024-07-13,1,roaming
304407,9367,2024-10-15,24,local
304408,1762,2024-03-13,57,international
304409,7229,2023-02-18,24,roaming
304410,10376,2023-09-27,36,roaming
304411,7639,2023-12-13,13,roaming
304412,4431,2023-02-06,31,roaming
304413,10351,2024-10-02,14,local
304414,8808,2024-10-12,19,international
304415,6162,2025-04-24,35,roaming
304416,11044,2024-08-10,16,local
304417,2271,2025-05-12,34,local
304418,10444,2024-05-06,6,local
304419,8989,2023-07-11,10,roaming
304420,1962,2024-08-02,18,local
304421,3516,2023-07-27,17,roaming
304422,11441,2024-05-06,30,international
304423,10453,2024-10-09,40,local
304424,3458,2024-01-29,29,roaming
304425,3794,2024-01-01,33,roaming
304426,4622,2023-12-16,18,roaming
304427,530,2024-11-19,35,international
304428,7998,2024-10-10,56,roaming
304429,1546,2023-08-03,33,roaming
304430,2307,2025-02-07,15,roaming
304431,11308,2023-04-18,56,roaming
304432,11924,2023-04-12,40,international
304433,11697,2024-05-26,50,roaming
304434,6512,2024-11-18,18,international
304435,5168,2024-11-13,34,roaming
304436,4086,2023-09-07,23,international
304437,6215,2023-09-10,34,roaming
304438,10996,2025-06-18,49,local
304439,8359,2023-06-19,12,international
304440,145,2024-02-13,60,roaming
304441,10338,2024-08-17,58,international
304442,8178,2024-04-11,32,local
304443,544,2024-06-29,53,international
304444,2955,2024-08-15,51,roaming
304445,5132,2023-03-03,29,international
304446,639,2024-10-13,9,local
304447,7086,2024-07-06,6,roaming
304448,876,2025-01-07,43,international
304449,6927,2025-03-14,15,international
304450,10937,2023-09-08,10,roaming
304451,313,2023-03-31,57,international
304452,4903,2024-01-20,5,local
304453,1192,2023-09-20,47,roaming
304454,1491,2025-01-21,12,roaming
304455,2981,2024-07-03,42,roaming
304456,6795,2024-11-24,29,local
304457,1703,2024-11-10,38,international
304458,11957,2023-05-04,54,roaming
304459,10729,2024-08-13,56,international
304460,9407,2023-06-02,42,international
304461,11976,2024-11-20,21,roaming
304462,1698,2023-05-01,35,international
304463,11461,2024-05-31,4,local
304464,103,2023-07-05,42,local
304465,1510,2023-11-28,41,roaming
304466,2727,2023-04-14,43,roaming
304467,10555,2024-07-13,1,roaming
304468,6731,2023-03-13,10,international
304469,10017,2023-06-08,4,local
304470,9001,2025-01-07,53,international
304471,3792,2023-11-29,47,roaming
304472,9744,2024-04-30,51,local
304473,197,2025-03-01,40,roaming
304474,885,2024-02-24,21,international
304475,2389,2024-05-09,57,local
304476,8515,2023-02-18,7,international
304477,11431,2023-12-13,36,international
304478,5922,2024-03-04,13,local
304479,11191,2023-09-14,54,international
304480,4722,2025-01-31,1,roaming
304481,5890,2023-08-20,28,local
304482,6550,2023-12-02,28,roaming
304483,1643,2025-02-09,21,international
304484,10253,2023-01-09,54,roaming
304485,8530,2025-03-07,24,roaming
304486,2583,2023-04-09,29,roaming
304487,7741,2023-07-06,41,roaming
304488,7155,2023-05-14,60,local
304489,9476,2023-07-10,15,roaming
304490,11091,2023-10-17,48,international
304491,7875,2023-04-20,35,international
304492,4460,2024-03-02,5,roaming
304493,7211,2023-07-14,9,international
304494,4877,2023-09-07,2,roaming
304495,7275,2024-02-08,47,roaming
304496,10327,2024-11-07,46,international
304497,7310,2025-05-18,42,international
304498,10331,2023-01-06,1,local
304499,10400,2024-06-15,47,roaming
304500,4914,2024-04-20,52,roaming
304501,10607,2024-03-12,59,international
304502,9599,2024-09-04,53,roaming
304503,5992,2023-07-15,23,roaming
304504,6157,2023-01-25,29,local
304505,2389,2023-10-08,58,local
304506,9012,2023-09-15,43,international
304507,6269,2024-01-03,45,local
304508,475,2025-02-24,44,international
304509,6251,2023-06-28,12,roaming
304510,4880,2025-02-18,30,local
304511,8726,2023-03-02,13,roaming
304512,8450,2024-06-24,53,local
304513,10303,2025-05-10,19,roaming
304514,3921,2024-04-12,7,local
304515,4696,2025-01-04,57,international
304516,10533,2024-06-19,12,international
304517,983,2024-08-28,26,roaming
304518,587,2025-06-15,2,roaming
304519,7453,2023-11-19,4,international
304520,11334,2025-03-04,37,international
304521,5507,2025-03-07,56,local
304522,2637,2025-04-12,5,international
304523,8298,2023-01-10,27,international
304524,8091,2024-03-30,53,international
304525,8207,2023-03-13,33,roaming
304526,3278,2023-01-12,46,roaming
304527,1100,2024-02-13,13,roaming
304528,10961,2025-03-15,52,international
304529,8230,2023-10-06,9,international
304530,3956,2023-08-05,28,local
304531,8964,2025-05-26,38,local
304532,3901,2023-11-21,22,roaming
304533,11839,2024-03-21,24,international
304534,2657,2024-04-21,10,roaming
304535,8069,2025-04-28,36,local
304536,10768,2025-01-12,33,international
304537,11045,2023-04-28,47,international
304538,7602,2024-01-25,12,roaming
304539,3887,2024-06-05,3,local
304540,6440,2025-04-13,49,international
304541,950,2025-03-13,55,roaming
304542,4742,2024-02-21,5,roaming
304543,6977,2024-04-18,44,international
304544,1437,2025-06-18,48,international
304545,4563,2023-03-16,34,local
304546,4306,2024-03-06,4,international
304547,10846,2024-11-20,37,roaming
304548,1427,2023-06-04,38,roaming
304549,3641,2024-03-15,58,local
304550,2379,2023-05-31,34,local
304551,10839,2023-06-21,39,international
304552,9846,2025-04-05,33,local
304553,1198,2023-08-06,49,international
304554,7959,2023-06-04,48,local
304555,9254,2024-03-20,32,local
304556,8819,2025-01-13,60,international
304557,6346,2024-05-09,23,local
304558,10219,2024-03-17,24,local
304559,7269,2025-04-16,25,international
304560,413,2023-09-06,56,roaming
304561,11820,2023-06-27,31,international
304562,10172,2024-09-01,6,international
304563,3797,2024-07-11,16,roaming
304564,7249,2024-11-21,21,local
304565,5617,2023-08-13,1,roaming
304566,10242,2023-07-16,14,international
304567,606,2023-04-16,19,international
304568,8025,2023-04-25,23,local
304569,1358,2024-10-13,35,roaming
304570,9191,2024-06-12,36,roaming
304571,3015,2025-06-17,32,local
304572,3946,2023-06-13,48,local
304573,4861,2025-01-09,33,roaming
304574,1055,2023-08-31,25,local
304575,5009,2023-07-19,29,international
304576,5642,2024-01-14,29,roaming
304577,6473,2024-03-22,50,roaming
304578,4052,2024-08-06,56,international
304579,292,2024-07-02,6,roaming
304580,2135,2024-05-23,22,roaming
304581,4491,2024-12-26,34,local
304582,8007,2024-03-27,24,roaming
304583,4970,2025-04-29,29,roaming
304584,3048,2025-05-19,11,international
304585,10982,2025-03-31,4,local
304586,9682,2023-06-04,17,roaming
304587,6151,2024-04-19,23,roaming
304588,5156,2024-05-10,54,roaming
304589,10335,2024-01-28,14,local
304590,7775,2023-05-03,60,roaming
304591,1170,2024-09-07,13,international
304592,1938,2025-06-07,30,local
304593,9049,2024-04-11,59,local
304594,6821,2023-11-17,4,roaming
304595,1800,2024-04-23,4,local
304596,11150,2024-03-25,26,local
304597,3555,2023-12-02,11,international
304598,2502,2024-07-18,7,international
304599,9508,2023-10-09,22,local
304600,11498,2024-12-27,35,international
304601,5156,2023-12-18,20,local
304602,10413,2024-10-10,52,roaming
304603,7610,2023-05-17,18,international
304604,10479,2025-06-05,29,international
304605,3323,2025-03-21,40,roaming
304606,9088,2024-04-03,41,roaming
304607,9546,2024-12-06,48,local
304608,10828,2023-02-04,6,international
304609,8487,2023-06-01,58,roaming
304610,2752,2023-07-23,31,roaming
304611,2950,2024-01-11,44,roaming
304612,11983,2025-06-15,44,roaming
304613,6245,2024-06-30,27,roaming
304614,5271,2023-01-09,25,international
304615,419,2023-05-04,55,local
304616,6587,2023-12-20,22,roaming
304617,6534,2023-12-29,7,local
304618,5674,2023-01-30,16,international
304619,5967,2024-01-14,36,local
304620,8911,2024-11-24,4,roaming
304621,11231,2024-11-20,49,local
304622,6816,2024-02-14,42,local
304623,5825,2024-03-09,55,roaming
304624,7923,2024-05-06,43,local
304625,10479,2023-04-18,13,international
304626,291,2023-02-11,35,international
304627,11804,2025-05-27,14,roaming
304628,564,2023-01-25,58,roaming
304629,6965,2023-09-09,47,roaming
304630,9874,2023-08-28,32,roaming
304631,2261,2025-03-08,55,local
304632,6913,2024-08-22,45,local
304633,220,2024-09-09,44,roaming
304634,11885,2024-05-26,43,roaming
304635,7421,2023-06-22,54,local
304636,9445,2023-04-12,52,international
304637,3243,2024-11-16,1,roaming
304638,10818,2025-02-17,40,local
304639,7079,2023-12-05,6,international
304640,8906,2023-02-12,2,international
304641,7889,2023-07-08,7,international
304642,3262,2023-12-05,31,roaming
304643,523,2023-01-21,40,local
304644,5413,2024-06-04,29,local
304645,7944,2023-03-02,58,local
304646,163,2023-02-23,43,roaming
304647,5757,2023-12-02,43,international
304648,233,2024-10-30,57,local
304649,8906,2024-04-06,34,roaming
304650,194,2023-02-28,42,international
304651,3068,2024-08-26,39,international
304652,2368,2023-08-19,9,international
304653,5672,2024-11-10,17,local
304654,10589,2023-07-21,17,roaming
304655,2804,2024-12-03,50,local
304656,2853,2024-10-22,51,local
304657,2836,2024-11-24,20,local
304658,120,2023-05-25,22,roaming
304659,10775,2024-10-13,59,local
304660,4033,2024-12-09,2,local
304661,6552,2024-10-06,5,local
304662,2214,2023-05-24,32,international
304663,9497,2023-01-16,58,international
304664,10640,2024-11-20,45,international
304665,10732,2023-09-27,20,international
304666,10723,2025-06-08,15,local
304667,9914,2024-10-10,47,roaming
304668,1670,2023-05-04,54,local
304669,7290,2024-10-17,47,roaming
304670,219,2025-04-06,47,roaming
304671,7996,2024-03-05,53,international
304672,7873,2024-06-24,20,international
304673,3377,2023-07-22,19,roaming
304674,10661,2023-07-15,47,local
304675,5745,2024-11-25,50,international
304676,8395,2023-11-01,15,international
304677,646,2025-03-10,5,roaming
304678,1206,2024-06-03,49,roaming
304679,752,2023-07-23,13,roaming
304680,6533,2025-06-07,6,local
304681,6418,2023-08-06,31,roaming
304682,5345,2023-01-25,27,local
304683,5126,2023-03-03,15,local
304684,11822,2024-01-19,7,local
304685,6474,2023-08-30,52,roaming
304686,10818,2025-03-01,31,roaming
304687,4713,2025-06-07,23,roaming
304688,7390,2024-10-02,16,international
304689,2753,2023-12-26,57,local
304690,211,2023-09-08,18,roaming
304691,10653,2023-05-09,52,international
304692,62,2023-06-22,29,local
304693,3057,2023-05-12,26,roaming
304694,9976,2023-05-14,57,international
304695,2212,2024-10-13,34,international
304696,427,2023-05-14,12,roaming
304697,4955,2025-02-01,1,local
304698,9625,2025-01-03,32,international
304699,1332,2025-05-17,58,local
304700,61,2025-03-08,12,roaming
304701,3885,2024-09-11,41,roaming
304702,4334,2023-01-12,37,roaming
304703,6765,2023-12-27,27,international
304704,9136,2024-08-04,59,international
304705,10349,2024-01-24,18,roaming
304706,5816,2024-09-12,44,roaming
304707,10803,2023-04-04,49,international
304708,1050,2023-08-04,57,local
304709,3641,2023-06-14,58,roaming
304710,2377,2025-03-14,36,international
304711,4886,2023-06-27,47,local
304712,1759,2023-08-06,35,international
304713,3341,2023-08-11,9,local
304714,3980,2025-06-18,54,local
304715,612,2023-03-04,42,local
304716,4741,2025-01-19,59,local
304717,10180,2023-12-05,25,local
304718,3112,2023-01-30,49,local
304719,9769,2023-07-23,44,local
304720,9525,2023-12-13,56,roaming
304721,8035,2024-10-19,12,local
304722,2782,2023-01-25,50,international
304723,5826,2023-06-06,4,local
304724,11386,2023-06-26,21,international
304725,6437,2024-08-31,14,local
304726,8380,2024-03-18,1,international
304727,11573,2023-06-15,15,roaming
304728,1919,2023-09-30,16,roaming
304729,7863,2023-10-16,20,local
304730,8085,2025-05-21,16,local
304731,5744,2023-08-22,23,roaming
304732,6878,2023-05-16,32,international
304733,3871,2023-01-15,3,roaming
304734,9613,2024-05-16,25,local
304735,10397,2023-07-10,21,local
304736,7503,2024-11-03,16,roaming
304737,7208,2024-01-31,32,international
304738,9001,2024-07-15,6,local
304739,9473,2023-04-07,18,local
304740,129,2023-08-25,32,international
304741,6439,2024-09-22,20,local
304742,5068,2023-09-12,5,international
304743,476,2023-04-15,16,roaming
304744,8653,2024-07-28,31,roaming
304745,9192,2023-11-13,11,roaming
304746,6029,2023-09-04,46,local
304747,11807,2024-04-18,7,roaming
304748,9604,2023-09-19,57,local
304749,8777,2023-10-16,1,roaming
304750,11436,2024-10-04,35,roaming
304751,6011,2024-02-26,44,local
304752,8221,2023-01-09,12,roaming
304753,8931,2025-03-07,22,local
304754,1131,2023-06-05,49,local
304755,801,2025-04-24,19,roaming
304756,1486,2024-02-18,18,roaming
304757,11469,2024-01-04,46,local
304758,6028,2023-12-27,37,international
304759,4288,2024-07-07,59,international
304760,518,2023-07-12,56,local
304761,1984,2024-06-14,30,local
304762,3916,2024-09-20,24,roaming
304763,670,2025-01-13,43,roaming
304764,9023,2024-07-14,34,international
304765,2698,2025-03-19,15,roaming
304766,5944,2024-09-24,17,local
304767,2216,2025-01-21,52,local
304768,6748,2024-08-12,35,roaming
304769,741,2024-03-11,36,local
304770,3728,2023-12-17,41,international
304771,3343,2024-12-02,46,international
304772,2398,2023-05-27,18,roaming
304773,4705,2024-03-19,50,local
304774,7026,2023-12-08,24,international
304775,1994,2024-01-09,43,international
304776,10762,2024-04-06,9,local
304777,5538,2024-11-06,23,local
304778,7861,2023-05-16,30,international
304779,11283,2024-07-16,19,international
304780,9751,2024-11-29,12,international
304781,703,2023-12-28,38,roaming
304782,4349,2025-06-16,59,international
304783,6192,2023-04-11,29,local
304784,5167,2023-08-20,26,local
304785,6865,2024-12-24,33,international
304786,4763,2024-05-25,47,roaming
304787,45,2024-03-08,47,roaming
304788,8017,2023-11-11,1,roaming
304789,1040,2024-12-01,11,international
304790,490,2023-06-07,41,roaming
304791,7459,2024-10-15,4,local
304792,11892,2024-04-03,49,local
304793,1764,2023-01-27,28,international
304794,8335,2023-02-24,58,local
304795,3185,2023-05-29,23,roaming
304796,8329,2024-02-11,37,roaming
304797,10275,2024-06-06,60,local
304798,1016,2025-03-03,35,roaming
304799,1618,2023-10-19,34,international
304800,8865,2024-10-12,39,international
304801,6348,2024-12-04,54,international
304802,4295,2023-03-17,45,local
304803,2954,2023-10-11,46,local
304804,2367,2024-09-04,27,local
304805,6955,2025-02-23,40,local
304806,4091,2025-03-16,36,local
304807,11976,2023-05-03,31,roaming
304808,2597,2025-01-29,50,roaming
304809,5126,2025-04-22,10,roaming
304810,1269,2024-07-25,27,international
304811,7265,2024-06-13,55,local
304812,3472,2025-03-28,58,roaming
304813,9512,2024-02-21,31,international
304814,7045,2025-01-06,30,international
304815,11603,2024-01-15,38,international
304816,11221,2024-07-23,26,local
304817,7372,2024-07-24,31,roaming
304818,10817,2024-06-26,23,international
304819,9663,2025-01-11,29,local
304820,1320,2025-02-27,34,roaming
304821,7888,2024-12-12,9,international
304822,11729,2024-06-15,58,local
304823,8687,2025-01-19,29,local
304824,7102,2023-07-23,14,international
304825,10315,2024-07-04,54,international
304826,4288,2024-03-31,10,roaming
304827,6747,2025-02-24,50,international
304828,11819,2023-08-05,11,international
304829,8502,2023-04-23,15,international
304830,1076,2023-12-11,43,roaming
304831,10085,2023-08-16,26,international
304832,777,2024-05-09,45,international
304833,2186,2023-02-17,45,roaming
304834,2886,2024-11-19,35,local
304835,11680,2023-01-30,31,international
304836,10309,2024-08-24,57,international
304837,11633,2024-09-23,27,local
304838,4566,2023-04-02,42,local
304839,2344,2023-10-14,22,roaming
304840,1779,2025-01-12,9,local
304841,11100,2025-04-18,5,international
304842,10820,2024-11-30,6,international
304843,2776,2023-03-25,52,international
304844,8530,2023-06-01,22,international
304845,5601,2025-01-23,50,roaming
304846,1921,2023-09-15,15,international
304847,3569,2024-07-08,60,local
304848,5658,2023-03-04,4,roaming
304849,11910,2024-01-27,44,roaming
304850,9635,2023-05-10,3,international
304851,1134,2023-03-03,13,international
304852,11358,2025-03-05,5,international
304853,9703,2023-11-07,49,roaming
304854,10773,2025-02-19,9,roaming
304855,8904,2023-07-12,19,roaming
304856,4643,2023-06-05,34,local
304857,5777,2025-05-01,56,local
304858,7251,2023-03-04,27,local
304859,7309,2024-05-08,42,roaming
304860,10634,2023-03-18,18,roaming
304861,7842,2024-02-10,19,local
304862,3796,2024-02-10,40,local
304863,8073,2025-05-06,42,local
304864,3843,2025-03-10,56,local
304865,5120,2023-06-27,12,local
304866,4630,2023-03-13,30,roaming
304867,7489,2024-08-24,46,local
304868,11298,2025-02-04,6,roaming
304869,1725,2024-04-13,4,local
304870,5983,2023-06-16,19,international
304871,10186,2024-02-07,1,roaming
304872,394,2023-04-07,11,international
304873,1981,2024-05-07,11,local
304874,9225,2024-11-19,35,international
304875,265,2023-06-10,29,local
304876,10535,2024-08-11,18,local
304877,1490,2023-12-26,11,local
304878,1516,2025-02-14,51,roaming
304879,10128,2025-04-28,32,local
304880,7737,2024-06-19,53,international
304881,11815,2023-07-07,23,roaming
304882,6589,2024-12-12,55,local
304883,6032,2024-02-22,16,international
304884,9100,2024-07-09,26,international
304885,10963,2024-01-31,41,roaming
304886,5540,2024-10-24,2,international
304887,5309,2024-01-20,37,international
304888,87,2025-02-23,48,international
304889,2622,2024-06-14,23,local
304890,6327,2025-04-17,49,roaming
304891,10809,2025-01-09,32,international
304892,9908,2023-06-24,36,roaming
304893,1101,2024-06-25,31,local
304894,1208,2025-04-14,45,local
304895,11595,2024-02-25,15,international
304896,4734,2023-07-15,8,local
304897,3992,2023-05-01,6,roaming
304898,2317,2024-12-04,60,international
304899,853,2024-03-23,47,international
304900,5244,2023-11-14,31,roaming
304901,3356,2025-03-31,37,roaming
304902,10743,2024-08-03,54,local
304903,4573,2025-05-18,38,international
304904,9947,2024-12-31,6,local
304905,3917,2023-02-10,47,local
304906,3698,2025-04-28,31,roaming
304907,9983,2023-04-29,26,local
304908,8412,2023-12-09,46,local
304909,2635,2024-09-22,30,international
304910,7194,2023-02-23,50,international
304911,4217,2023-10-17,55,local
304912,9790,2023-08-03,49,local
304913,11501,2025-02-11,21,international
304914,7211,2024-03-11,54,roaming
304915,10627,2023-03-30,19,local
304916,6279,2024-08-22,48,local
304917,6420,2023-01-23,3,international
304918,4657,2023-06-08,36,international
304919,3521,2023-12-22,32,international
304920,628,2025-04-16,36,roaming
304921,10831,2023-12-12,7,international
304922,5034,2023-09-29,20,international
304923,1225,2023-09-07,49,roaming
