usage_id,customer_id,usage_date,data_used_mb
401854,3471,2024-06-18,2122
401855,4310,2025-01-17,3131
401856,3847,2024-04-28,3482
401857,6226,2024-07-10,4409
401858,6345,2023-08-11,1027
401859,1315,2023-06-28,1024
401860,4201,2025-04-10,2445
401861,7484,2024-04-15,3072
401862,2644,2024-11-03,512
401863,4610,2024-04-21,2507
401864,11933,2024-04-09,472
401865,3840,2023-07-08,2400
401866,2074,2024-03-14,2358
401867,11748,2024-11-26,2339
401868,11861,2024-06-17,4115
401869,10623,2025-05-26,3525
401870,11084,2024-08-02,3140
401871,4567,2024-05-05,3398
401872,9025,2023-08-07,3296
401873,2227,2024-03-05,2536
401874,1360,2025-04-18,2571
401875,1048,2023-07-02,2175
401876,7088,2024-04-01,3140
401877,11019,2023-12-16,2089
401878,5680,2024-07-01,4867
401879,3382,2024-06-21,4896
401880,10178,2023-01-15,1282
401881,6103,2024-12-25,2338
401882,988,2023-10-15,1721
401883,7994,2024-07-20,4739
401884,5102,2023-07-09,95
401885,7188,2024-02-13,399
401886,4349,2024-09-27,3793
401887,8541,2024-11-18,1692
401888,6610,2023-05-28,3233
401889,7852,2023-10-03,3016
401890,5977,2025-02-28,1653
401891,6364,2023-09-12,1010
401892,8270,2023-05-25,2205
401893,2202,2025-06-06,2866
401894,8694,2024-11-04,450
401895,5965,2023-12-04,1244
401896,7006,2025-01-16,656
401897,1450,2023-09-15,1708
401898,3604,2024-09-07,3899
401899,2750,2025-04-03,2654
401900,6115,2023-06-20,332
401901,6611,2023-01-24,3238
401902,10191,2025-06-16,3951
401903,11020,2024-10-25,1159
401904,5348,2024-06-30,1262
401905,7601,2023-08-22,2134
401906,497,2023-02-17,3060
401907,5744,2023-03-14,3078
401908,942,2024-09-01,870
401909,3577,2025-05-20,919
401910,8887,2023-05-12,154
401911,8584,2023-03-21,1623
401912,8737,2024-10-13,243
401913,5407,2025-05-24,2324
401914,6322,2023-12-13,2323
401915,2367,2023-07-04,3568
401916,9729,2023-12-26,3853
401917,5301,2024-03-23,2733
401918,7862,2025-05-26,2740
401919,9298,2024-02-03,2292
401920,9478,2023-11-20,396
401921,1219,2024-07-02,2799
401922,4072,2025-01-14,4379
401923,7858,2023-07-28,3998
401924,6357,2023-08-08,3802
401925,9986,2024-05-21,2685
401926,8399,2025-04-10,3795
401927,3333,2025-01-04,2938
401928,2638,2024-04-20,4993
401929,4770,2023-03-01,4037
401930,10679,2023-01-30,209
401931,8862,2023-08-09,3140
401932,2776,2025-02-09,4069
401933,6027,2023-10-29,1668
401934,4753,2025-03-25,3045
401935,4077,2024-09-13,3822
401936,2585,2024-04-02,4055
401937,10182,2025-01-07,4664
401938,5902,2024-07-12,4429
401939,4077,2023-09-05,3635
401940,2756,2024-02-06,795
401941,9428,2023-10-04,3295
401942,9618,2025-05-08,3910
401943,9040,2023-04-09,2469
401944,6159,2025-05-27,2078
401945,7375,2023-02-13,3782
401946,11733,2024-11-14,1853
401947,1124,2024-01-13,253
401948,6646,2025-04-02,887
401949,8300,2023-05-18,171
401950,9625,2023-02-27,4412
401951,9643,2023-05-09,2114
401952,2496,2024-04-09,4093
401953,7588,2024-07-15,729
401954,1791,2024-04-24,1601
401955,11356,2024-05-24,633
401956,11487,2025-02-18,1562
401957,3585,2024-06-29,1988
401958,9477,2023-04-16,4270
401959,108,2024-06-16,536
401960,4468,2024-02-13,874
401961,10177,2024-10-04,4841
401962,792,2023-12-04,539
401963,5665,2023-08-02,3607
401964,6446,2023-11-16,1536
401965,7255,2025-01-03,4068
401966,4482,2025-04-17,1372
401967,1222,2025-05-01,2898
401968,10490,2023-05-13,1303
401969,9473,2024-08-26,2768
401970,7433,2023-06-13,568
401971,6531,2023-02-21,696
401972,8388,2023-03-05,1428
401973,1558,2023-04-19,4416
401974,11005,2023-05-07,1849
401975,5257,2023-10-22,4162
401976,2362,2024-11-01,1764
401977,11971,2025-04-13,3406
401978,11815,2023-08-11,438
401979,11220,2023-04-12,4746
401980,6565,2023-09-15,1230
401981,5681,2024-09-20,4227
401982,3595,2025-04-01,4968
401983,5003,2023-06-21,4085
401984,7787,2025-04-08,2696
401985,6255,2023-07-27,3990
401986,5548,2023-10-26,407
401987,7168,2024-06-17,1113
401988,4605,2024-03-04,2093
401989,4194,2024-01-16,2569
401990,5123,2024-02-27,2660
401991,1299,2023-11-03,3572
401992,8375,2023-05-27,4988
401993,8352,2024-07-15,3257
401994,5398,2024-06-27,2872
401995,11360,2023-09-11,1703
401996,11801,2023-10-05,2493
401997,11842,2024-10-30,827
401998,2975,2023-12-17,4114
401999,7425,2024-09-24,1020
402000,1631,2024-07-31,4829
402001,3459,2024-03-27,213
402002,8805,2024-11-19,3368
402003,4340,2024-10-26,525
402004,2844,2025-01-09,2785
402005,9339,2024-03-31,3937
402006,771,2024-03-18,2806
402007,75,2024-06-28,2703
402008,9219,2024-11-04,4543
402009,11338,2023-11-23,2589
402010,1476,2024-07-28,728
402011,4329,2024-12-25,2682
402012,2090,2024-05-26,1922
402013,11965,2023-03-15,4593
402014,3021,2024-12-22,2454
402015,3183,2024-06-27,1845
402016,10435,2023-10-14,2972
402017,4223,2023-05-16,822
402018,1355,2024-03-13,2345
402019,4299,2024-03-01,4437
402020,1597,2025-06-02,3458
402021,2866,2024-02-02,1961
402022,3613,2024-08-30,583
402023,11193,2023-05-19,3347
402024,5605,2024-04-13,4293
402025,5566,2023-06-01,2822
402026,3268,2024-10-19,996
402027,2569,2025-02-19,2552
402028,59,2023-04-08,800
402029,1945,2024-05-20,1050
402030,4633,2025-04-29,4183
402031,7858,2023-05-29,1276
402032,7213,2024-11-28,3619
402033,1217,2024-06-23,4971
402034,3838,2024-03-26,3972
402035,5213,2025-04-05,4185
402036,8414,2024-02-19,2577
402037,2175,2023-06-19,2035
402038,1847,2023-05-23,4685
402039,9431,2023-07-13,3422
402040,7307,2023-12-19,3424
402041,10969,2025-05-12,4988
402042,11543,2025-01-03,3695
402043,3290,2023-04-21,3227
402044,3460,2024-04-12,4868
402045,1746,2023-09-24,477
402046,1865,2023-06-27,3635
402047,8278,2023-10-14,898
402048,613,2024-12-27,2578
402049,6563,2024-04-19,2801
402050,6008,2024-03-03,1760
402051,1482,2025-05-11,1797
402052,5692,2023-03-08,4973
402053,1081,2023-08-24,1151
402054,3809,2024-01-25,2154
402055,2803,2025-03-12,454
402056,10344,2024-04-09,1282
402057,4641,2023-02-14,3342
402058,4279,2024-08-06,3790
402059,6624,2023-09-28,3902
402060,7825,2023-08-21,1016
402061,1932,2024-04-08,787
402062,2811,2023-12-14,749
402063,10591,2024-06-19,969
402064,10938,2023-04-21,4929
402065,9687,2024-07-27,4225
402066,10154,2024-04-04,3573
402067,8861,2024-09-11,4896
402068,1765,2024-07-10,3248
402069,2217,2025-01-12,2499
402070,3849,2023-04-04,1599
402071,8347,2024-10-26,3747
402072,2809,2023-04-08,3177
402073,7757,2024-04-14,1022
402074,5307,2024-12-20,464
402075,11437,2023-01-02,4917
402076,2554,2024-11-24,785
402077,1078,2023-01-16,651
402078,9432,2023-07-24,4614
402079,3418,2024-09-19,2353
402080,10619,2023-09-20,1582
402081,3288,2024-11-25,4363
402082,10119,2024-02-25,3909
402083,1737,2025-04-19,2149
402084,2341,2025-03-22,2779
402085,5023,2024-05-23,474
402086,10669,2024-09-06,3143
402087,7598,2024-01-29,535
402088,9208,2024-06-25,3221
402089,8819,2023-01-28,891
402090,10377,2023-03-09,229
402091,7318,2023-09-04,3874
402092,9527,2024-09-20,3309
402093,4420,2024-08-23,625
402094,2571,2023-09-14,2758
402095,10167,2024-02-20,4634
402096,10227,2025-05-03,4616
402097,2805,2025-02-26,4370
402098,6894,2023-06-17,4426
402099,7558,2025-06-06,4886
402100,6127,2024-02-11,1970
402101,2172,2024-10-01,2034
402102,9344,2024-08-09,137
402103,5626,2024-08-30,4382
402104,1089,2023-05-17,634
402105,10827,2023-04-25,2443
402106,9756,2025-04-24,1116
402107,11930,2025-03-30,1543
402108,4531,2023-06-06,4298
402109,1498,2025-04-10,747
402110,9240,2024-10-04,2270
402111,4795,2023-03-28,1435
402112,11010,2025-05-06,4250
402113,4743,2024-04-18,1417
402114,28,2024-03-09,1238
402115,258,2023-10-17,1394
402116,5798,2023-03-31,3994
402117,4744,2023-10-01,2253
402118,11425,2024-01-24,2033
402119,6921,2024-06-16,4852
402120,2883,2023-09-29,2593
402121,5394,2023-06-11,3381
402122,8182,2024-06-02,4638
402123,9361,2023-12-21,2832
402124,3689,2024-12-09,4327
402125,3615,2023-08-26,2548
402126,2976,2023-06-16,2821
402127,3841,2023-06-30,555
402128,4375,2023-03-11,4039
402129,8710,2024-06-04,785
402130,186,2024-01-06,1545
402131,4934,2024-08-13,71
402132,4405,2023-08-05,4794
402133,4742,2024-05-07,4964
402134,9277,2024-07-04,1445
402135,9056,2024-07-25,3175
402136,8749,2024-10-20,2564
402137,5756,2024-05-17,4146
402138,11762,2024-04-26,2240
402139,2828,2025-02-23,4853
402140,11981,2024-07-13,236
402141,1810,2024-12-03,2159
402142,8976,2025-02-23,846
402143,3278,2024-05-01,1284
402144,10140,2023-07-28,1311
402145,9272,2023-02-17,372
402146,10626,2024-05-06,1200
402147,1709,2023-07-29,3642
402148,8323,2025-02-26,4110
402149,515,2024-11-15,1621
402150,1990,2023-07-22,4155
402151,1966,2024-02-14,4130
402152,3693,2023-09-22,2057
402153,5725,2024-12-22,751
402154,9121,2025-06-10,419
402155,4854,2025-02-23,2275
402156,8472,2024-05-25,2225
402157,2031,2025-03-01,4354
402158,7163,2024-11-27,2638
402159,2681,2023-02-04,4194
402160,10942,2023-07-31,2813
402161,9039,2025-02-01,722
402162,10860,2024-09-20,1578
402163,2146,2023-07-10,3302
402164,11059,2024-07-22,4282
402165,437,2024-06-16,2201
402166,8820,2023-10-10,58
402167,5560,2024-01-24,238
402168,6481,2024-06-16,3203
402169,4284,2025-03-04,1513
402170,3809,2023-11-13,4236
402171,11815,2024-09-06,1258
402172,3938,2023-07-20,2641
402173,8498,2025-06-15,3279
402174,6455,2024-11-08,3469
402175,4693,2023-09-24,1665
402176,2001,2023-10-18,664
402177,8370,2023-04-07,4773
402178,5317,2025-06-06,4533
402179,9835,2024-03-19,3222
402180,8004,2024-01-20,3343
402181,11129,2024-03-05,2348
402182,1877,2023-08-24,3407
402183,7714,2024-05-16,1193
402184,6828,2024-12-18,4420
402185,2568,2025-03-22,4711
402186,3589,2024-10-18,1903
402187,8015,2025-03-14,1118
402188,4452,2023-02-10,3176
402189,5376,2024-12-06,2914
402190,10073,2024-02-19,4074
402191,2162,2024-04-03,3369
402192,9440,2023-03-29,4912
402193,2886,2025-04-30,1096
402194,9684,2024-09-11,2973
402195,4307,2023-07-01,4613
402196,521,2024-08-30,4229
402197,8478,2025-06-04,1970
402198,7614,2024-08-29,4142
402199,8532,2025-01-28,2825
402200,4380,2023-12-20,3046
402201,329,2024-09-08,1330
402202,2675,2025-03-21,1693
402203,545,2025-04-11,3149
402204,3996,2024-03-05,329
402205,4941,2023-04-12,2430
402206,4972,2024-08-15,1412
402207,705,2023-02-05,2519
402208,3757,2025-01-27,2953
402209,7890,2023-08-24,4680
402210,2631,2024-10-17,2794
402211,3661,2024-12-17,3561
402212,10553,2024-10-24,1784
402213,9670,2023-06-26,1342
402214,8468,2024-03-14,1570
402215,8981,2024-07-06,2692
402216,8762,2023-12-07,1875
402217,4356,2024-09-10,2497
402218,8382,2025-02-28,2320
402219,1447,2023-07-19,2635
402220,2407,2024-08-23,3616
402221,6870,2023-10-09,734
402222,4642,2024-01-25,3847
402223,5006,2025-06-17,932
402224,1593,2024-07-10,668
402225,11123,2025-05-05,2951
402226,6329,2024-07-21,3331
402227,1838,2023-12-02,1734
402228,5036,2024-10-30,2108
402229,10730,2024-12-11,1061
402230,11962,2025-01-18,2536
402231,3946,2024-09-08,3686
402232,2077,2024-09-21,1811
402233,5214,2024-01-24,3663
402234,7099,2024-07-09,2290
402235,699,2023-07-28,3964
402236,1324,2023-10-04,726
402237,11466,2024-12-26,4124
402238,9264,2024-12-10,220
402239,8190,2023-07-13,2184
402240,8261,2024-02-11,1226
402241,3655,2023-07-22,4519
402242,8568,2024-07-01,4085
402243,709,2025-06-08,2494
402244,966,2024-03-16,590
402245,260,2024-12-12,1345
402246,9889,2025-01-08,4525
402247,2941,2025-05-17,606
402248,8051,2024-03-24,4003
402249,11136,2024-03-18,2710
402250,7159,2023-10-11,2120
402251,11360,2024-05-10,1598
402252,9693,2024-03-31,247
402253,6393,2023-08-27,3091
402254,6302,2025-01-16,3427
402255,758,2024-02-25,2157
402256,798,2023-09-25,948
402257,5732,2023-08-09,3555
402258,5771,2024-10-13,4941
402259,414,2023-10-30,239
402260,7777,2024-09-25,932
402261,5996,2023-11-08,1337
402262,5349,2025-01-21,574
402263,8291,2025-02-05,4962
402264,7186,2023-04-27,2437
402265,9835,2024-03-28,3875
402266,11366,2025-01-06,3985
402267,9680,2023-05-23,4904
402268,9996,2024-01-25,688
402269,3921,2023-04-02,2006
402270,8137,2023-03-26,472
402271,9306,2025-04-16,1026
402272,963,2024-04-30,2705
402273,6181,2024-10-12,1317
402274,4376,2023-06-26,3876
402275,5678,2023-02-07,1388
402276,4772,2024-08-30,4449
402277,7893,2023-02-04,1285
402278,47,2024-06-07,2631
402279,8671,2024-10-02,1123
402280,7247,2024-09-07,1837
402281,4382,2024-02-29,2625
402282,11013,2025-05-05,3621
402283,5114,2023-03-25,1321
402284,2911,2023-04-03,3372
402285,5757,2023-07-21,1963
402286,6737,2023-07-26,447
402287,10203,2023-12-09,4079
402288,8217,2023-12-04,2148
402289,1670,2023-09-08,4302
402290,8567,2024-04-27,341
402291,3429,2023-02-14,2645
402292,11223,2023-08-13,1680
402293,3791,2024-07-25,4783
402294,2047,2025-02-04,1076
402295,1516,2025-05-03,158
402296,4798,2024-08-28,2592
402297,187,2023-08-29,1089
402298,10575,2025-04-05,2330
402299,8933,2024-11-17,78
402300,872,2023-12-04,3302
402301,3068,2024-11-13,2887
402302,6660,2023-03-30,1331
402303,371,2024-09-26,3896
402304,3497,2025-04-09,1619
402305,2861,2025-04-01,587
402306,7469,2023-10-05,279
402307,6738,2025-04-12,2861
402308,7260,2023-12-17,3471
402309,1739,2024-02-17,4104
402310,3545,2023-05-20,1482
402311,7512,2025-06-13,848
402312,11407,2025-05-03,2714
402313,5083,2024-05-28,2572
402314,1880,2023-03-06,1624
402315,11362,2024-10-11,146
402316,2293,2025-04-18,1940
402317,4019,2023-05-31,3060
402318,9326,2024-11-06,1301
402319,11223,2024-05-25,4620
402320,11189,2024-06-11,987
402321,10170,2023-04-11,1064
402322,5617,2023-11-17,899
402323,9940,2023-06-01,2880
402324,860,2025-05-17,4879
402325,9896,2025-06-08,834
402326,8023,2023-05-06,3013
402327,6724,2024-03-28,4691
402328,5347,2023-04-08,3708
402329,4005,2023-12-24,1470
402330,7606,2023-05-20,3070
402331,7693,2024-12-11,1836
402332,1705,2023-02-01,462
402333,10014,2023-11-24,2715
402334,613,2023-08-04,2403
402335,10011,2023-01-23,1346
402336,8220,2023-01-02,4933
402337,9937,2023-11-18,3426
402338,7232,2025-06-15,1701
402339,6969,2023-06-07,3569
402340,1627,2024-05-04,796
402341,10484,2024-08-11,1622
402342,1242,2024-12-22,2795
402343,1868,2024-03-09,3270
402344,5025,2023-01-23,3235
402345,4190,2023-03-30,1674
402346,3379,2024-03-02,3906
402347,10143,2024-11-18,3815
402348,2994,2024-11-18,4025
402349,11324,2023-10-19,1813
402350,5829,2023-03-21,750
402351,3824,2024-10-27,1070
402352,9305,2023-01-25,3535
402353,2533,2023-10-09,2589
402354,2,2025-05-15,2313
402355,3877,2024-10-20,3780
402356,3709,2024-07-05,832
402357,8090,2024-10-22,4257
402358,3999,2024-04-21,1551
402359,7274,2024-10-08,482
402360,4682,2023-10-15,4095
402361,2322,2024-10-26,823
402362,452,2025-01-27,703
402363,4427,2024-09-29,1752
402364,9153,2023-01-13,254
402365,9102,2024-08-19,192
402366,11574,2024-12-09,3192
402367,6755,2023-01-01,3593
402368,5771,2025-05-09,4083
402369,11182,2023-01-16,4354
402370,8621,2025-04-02,2133
402371,1789,2024-12-11,1631
402372,10572,2025-04-11,3141
402373,1607,2023-02-23,2962
402374,10180,2024-10-30,288
402375,2348,2024-06-24,234
402376,2441,2023-09-30,371
402377,1599,2024-08-19,2845
402378,2000,2023-11-27,4268
402379,10137,2023-05-01,4916
402380,4558,2024-02-28,3901
402381,9355,2024-01-21,2662
402382,1014,2024-02-24,1758
402383,8074,2025-01-25,4495
402384,9668,2023-12-22,1353
402385,5475,2023-05-17,4002
402386,6350,2024-09-05,4108
402387,2576,2025-04-04,689
402388,314,2024-02-07,3121
402389,4560,2023-08-27,3624
402390,2852,2025-02-19,2367
402391,7755,2023-07-26,2299
402392,5464,2023-01-29,2196
402393,1964,2023-03-02,1970
402394,2896,2024-08-24,1658
402395,4341,2025-03-10,1186
402396,11680,2023-08-20,1811
402397,6046,2024-01-06,808
402398,9259,2024-04-03,3579
402399,9067,2024-05-08,1965
402400,10899,2024-01-13,406
402401,3884,2023-11-19,4233
402402,1347,2023-11-26,2995
402403,3229,2025-03-30,2774
402404,4990,2024-10-27,2907
402405,8360,2024-04-01,3643
402406,1347,2025-06-04,516
402407,4608,2023-10-29,3763
402408,9324,2024-07-03,2793
402409,9256,2024-10-22,1181
402410,2981,2023-12-25,3108
402411,5926,2023-07-20,1088
402412,9233,2023-02-21,4504
402413,11248,2024-08-06,3171
402414,6297,2024-09-08,304
402415,2030,2023-06-15,2743
402416,9169,2023-03-14,3628
402417,168,2023-11-29,2979
402418,10448,2025-04-28,2238
402419,6070,2024-04-19,2267
402420,6523,2023-11-24,2824
402421,11995,2024-06-30,4452
402422,6298,2024-04-09,4804
402423,7598,2024-06-04,3852
402424,9693,2025-05-13,2975
402425,9360,2023-07-17,2247
402426,9609,2025-05-25,1506
402427,734,2024-09-21,3797
402428,8431,2023-05-27,2201
402429,10212,2024-12-30,523
402430,4967,2024-12-13,1600
402431,4725,2024-08-10,1752
402432,5236,2025-03-01,377
402433,2832,2023-06-23,4461
402434,192,2024-08-14,3543
402435,4272,2023-04-06,4369
402436,6860,2023-08-30,3319
402437,7376,2025-04-06,1717
402438,7179,2024-03-26,4749
402439,3261,2023-12-25,2418
402440,8919,2024-08-17,2089
402441,287,2024-05-15,204
402442,10112,2025-05-15,124
402443,10359,2023-01-01,2538
402444,9775,2023-04-30,1465
402445,4363,2023-04-26,1314
402446,10450,2024-06-20,438
402447,4438,2025-06-02,4624
402448,10726,2025-01-28,4883
402449,5395,2024-04-24,4334
402450,4034,2023-05-06,3279
402451,9697,2024-04-17,4742
402452,10930,2023-05-19,1431
402453,4046,2023-01-06,4133
402454,5533,2023-06-06,3620
402455,5582,2024-06-03,1155
402456,11929,2023-05-17,4312
402457,732,2024-03-12,2384
402458,11248,2023-06-14,227
402459,5093,2025-03-25,1620
402460,4087,2025-04-30,3605
402461,2467,2023-05-24,886
402462,4532,2024-09-16,2404
402463,614,2024-03-19,4891
402464,9005,2025-04-25,4275
402465,3685,2023-12-21,1076
402466,146,2023-01-25,3835
402467,8937,2025-05-10,3159
402468,8476,2024-05-09,1522
402469,593,2023-08-20,1422
402470,1561,2023-10-15,2095
402471,11021,2024-01-05,2785
402472,5627,2023-03-20,4652
402473,2222,2023-05-11,565
402474,11229,2024-10-08,3522
402475,8189,2025-03-22,1510
402476,6641,2023-07-19,1283
402477,5259,2023-02-28,1586
402478,2800,2023-11-17,257
402479,7949,2023-07-03,4046
402480,1213,2024-06-23,332
402481,9653,2024-06-24,2148
402482,6872,2024-10-27,4957
402483,11221,2025-01-03,4863
402484,8051,2024-09-04,1712
402485,10095,2024-07-04,1249
402486,8703,2025-01-01,403
402487,2729,2023-12-03,3442
402488,2206,2025-05-10,3324
402489,2078,2023-08-22,3679
402490,6504,2023-06-10,4771
402491,11066,2024-01-21,2695
402492,5190,2024-06-20,728
402493,8153,2023-10-23,1313
402494,4477,2025-01-25,2183
402495,1904,2024-02-16,3047
402496,8280,2024-01-27,2070
402497,5018,2023-10-06,4065
402498,8861,2023-09-11,1528
402499,6630,2024-11-18,1443
402500,4244,2024-09-09,4961
402501,1041,2023-11-09,2117
402502,3148,2023-03-02,681
402503,5032,2025-04-18,1622
402504,9088,2024-05-21,3472
402505,3639,2025-03-06,3324
402506,4982,2024-04-15,3498
402507,5048,2023-09-04,4757
402508,210,2023-12-05,4079
402509,5119,2024-10-04,2352
402510,5657,2024-07-30,1511
402511,3135,2024-11-30,1805
402512,3727,2024-03-22,2111
402513,10712,2023-03-25,4893
402514,620,2024-09-13,1756
402515,7487,2023-01-04,2076
402516,76,2023-12-20,129
402517,1364,2024-11-17,378
402518,6432,2023-03-16,854
402519,2892,2024-07-02,2782
402520,1552,2024-01-21,4732
402521,7520,2024-06-17,842
402522,7093,2024-06-04,3441
402523,4614,2024-04-22,1139
402524,758,2024-07-12,678
402525,7513,2023-05-10,1162
402526,2752,2023-07-31,807
402527,6005,2025-02-04,3146
402528,8480,2025-05-19,3919
402529,4965,2023-05-10,1704
402530,2270,2024-07-10,986
402531,2163,2024-06-19,1600
402532,1709,2025-04-19,4170
402533,4325,2023-10-31,2630
402534,6242,2025-04-03,4693
402535,4616,2023-05-27,3056
402536,8281,2023-07-06,1077
402537,10902,2024-01-23,2579
402538,9959,2024-04-23,660
402539,44,2024-11-19,3707
402540,1343,2023-11-02,1502
402541,1899,2024-04-23,1021
402542,8408,2024-10-28,908
402543,5942,2023-06-03,557
402544,11468,2025-02-23,4996
402545,4626,2023-03-17,4590
402546,1118,2024-06-09,2116
402547,7459,2024-07-22,3535
402548,2330,2023-04-21,4221
402549,499,2023-08-01,2978
402550,3277,2023-02-21,3412
402551,8906,2023-06-29,3065
402552,7863,2023-12-15,1900
402553,3454,2024-03-22,2857
402554,11995,2024-07-13,4412
402555,9302,2024-11-05,3155
402556,10814,2024-02-27,1297
402557,1828,2024-08-31,301
402558,1434,2023-05-08,2132
402559,2638,2024-05-11,2452
402560,7709,2024-09-21,3631
402561,3801,2025-01-11,4041
402562,6491,2025-01-01,76
402563,10774,2024-12-30,1502
402564,4685,2024-08-05,1790
402565,11332,2025-02-17,1128
402566,8848,2023-06-01,4303
402567,10239,2024-09-28,530
402568,8924,2023-12-14,4054
402569,4135,2023-10-13,1742
402570,547,2023-10-20,4754
402571,1444,2024-01-04,3155
402572,991,2024-06-09,3664
402573,2894,2023-12-07,4024
402574,6058,2024-01-03,289
402575,4325,2023-09-16,733
402576,10564,2023-02-11,2240
402577,5627,2023-06-28,2537
402578,2392,2024-04-14,4358
402579,4839,2024-07-24,1017
402580,9280,2023-06-21,4250
402581,6074,2024-10-28,2940
402582,4626,2025-04-27,2789
402583,3725,2024-12-21,2169
402584,11319,2024-09-23,4755
402585,7329,2023-07-02,4664
402586,2284,2024-05-09,3684
402587,9646,2024-09-16,3007
402588,4727,2023-05-21,337
402589,2354,2024-01-12,4715
402590,4291,2024-09-18,2922
402591,5842,2024-04-22,1374
402592,4063,2023-06-11,2732
402593,5858,2023-01-01,4784
402594,7637,2023-12-14,1747
402595,2500,2023-11-09,1406
402596,4835,2025-03-24,4691
402597,4812,2025-01-18,1210
402598,33,2024-10-14,4985
402599,6889,2023-06-16,2717
402600,7643,2025-05-09,4130
402601,10352,2025-01-27,2078
402602,5456,2025-06-02,1384
402603,4143,2025-06-09,705
402604,3393,2024-11-01,769
402605,6013,2024-08-22,4607
402606,6577,2024-01-21,3464
402607,7194,2023-09-15,3620
402608,10135,2023-03-10,4695
402609,6877,2024-02-12,1665
402610,10799,2024-05-26,1886
402611,2188,2024-06-07,4219
402612,8261,2024-12-19,3306
402613,2526,2023-12-28,4148
402614,5010,2023-05-16,90
402615,2899,2023-07-14,2141
402616,2090,2023-11-14,2592
402617,2246,2023-06-14,4783
402618,9878,2023-04-11,3786
402619,2052,2023-10-24,2408
402620,422,2023-03-11,2243
402621,11887,2024-05-25,1280
402622,10569,2023-05-26,1167
402623,2893,2025-01-13,2491
402624,9427,2023-08-16,172
402625,5100,2023-11-24,4917
402626,11652,2024-07-17,858
402627,8782,2023-04-08,3063
402628,990,2025-02-22,2465
402629,10751,2024-08-29,3947
402630,10754,2024-06-29,829
402631,4020,2023-10-02,3216
402632,10719,2023-03-15,4505
402633,5504,2024-05-09,1221
402634,4653,2024-06-19,3634
402635,2846,2023-08-13,4628
402636,5145,2024-04-17,4950
402637,4592,2023-06-22,276
402638,1489,2024-02-21,2032
402639,1916,2024-01-04,4853
402640,9436,2025-02-23,863
402641,11596,2025-05-24,365
402642,597,2024-02-26,2981
402643,3613,2024-12-01,4454
402644,1461,2024-02-09,3835
402645,10842,2025-06-15,3079
402646,2626,2024-07-13,4098
402647,7839,2024-04-28,4236
402648,10128,2024-12-06,2390
402649,5806,2023-04-08,177
402650,995,2024-04-12,2446
402651,7341,2023-04-10,3221
402652,4410,2024-03-28,158
402653,3138,2023-10-19,576
402654,4678,2023-05-10,2574
402655,7502,2025-05-01,4748
402656,9247,2024-11-26,1829
402657,11011,2024-09-11,2969
402658,6799,2023-05-05,4773
402659,6521,2024-05-02,4049
402660,5394,2025-05-28,2942
402661,10020,2024-12-12,2113
402662,9606,2023-12-06,4505
402663,3336,2023-08-15,4739
402664,299,2024-09-19,840
402665,4379,2023-08-15,1952
402666,1560,2024-06-29,3855
402667,5508,2023-07-25,2754
402668,7739,2023-01-10,1404
402669,2611,2024-02-25,3634
402670,8243,2023-07-08,2357
402671,4264,2023-07-14,2509
402672,7347,2023-01-17,3536
402673,7193,2023-09-14,3941
402674,1836,2024-03-21,2854
402675,7080,2024-10-26,4563
402676,6871,2023-02-25,834
402677,8109,2024-04-17,4529
402678,5612,2023-01-02,4037
402679,8143,2023-09-22,1106
402680,2032,2023-12-05,3590
402681,7283,2023-09-08,4555
402682,6083,2023-06-03,3582
402683,236,2024-07-04,1421
402684,3346,2023-01-27,468
402685,7707,2023-11-05,3205
402686,2062,2024-09-10,1454
402687,6217,2023-09-26,122
402688,11301,2024-02-11,937
402689,4998,2023-05-13,2167
402690,2442,2023-04-30,2185
402691,6633,2024-02-27,2934
402692,1616,2025-04-05,4525
402693,8988,2023-05-29,1189
402694,11954,2023-06-21,1474
402695,6958,2023-03-14,2962
402696,10495,2025-01-01,3775
402697,6928,2024-08-25,3362
402698,439,2023-10-20,4903
402699,10244,2024-01-01,1085
402700,2500,2023-12-18,2193
402701,1726,2024-04-20,284
402702,9640,2025-03-08,2466
402703,250,2024-07-27,2166
402704,3261,2025-02-05,1232
402705,4031,2024-12-18,3983
402706,5191,2023-07-11,2071
402707,1175,2024-09-13,2839
402708,3215,2023-04-19,1488
402709,1651,2025-01-01,363
402710,6876,2024-07-29,2582
402711,3057,2024-11-29,3569
402712,5553,2024-05-28,663
402713,11120,2025-06-02,3746
402714,1938,2025-03-27,4909
402715,7856,2024-04-08,4961
402716,8863,2023-02-13,3047
402717,11449,2023-08-08,420
402718,4257,2025-05-14,1948
402719,405,2023-01-27,2231
402720,1697,2025-02-09,924
402721,9318,2024-10-11,2732
402722,7160,2024-09-13,2836
402723,8642,2023-01-26,3320
402724,5312,2023-06-02,3444
402725,7353,2023-10-06,4695
402726,8058,2024-01-26,453
402727,3387,2024-11-09,2554
402728,1952,2025-01-08,3135
402729,7094,2024-12-23,3760
402730,2135,2025-04-11,332
402731,1262,2024-04-28,226
402732,7864,2025-05-25,3385
402733,11381,2023-02-02,1011
402734,11883,2024-03-28,1087
402735,4546,2023-03-28,381
402736,2743,2025-04-30,4227
402737,5665,2024-02-27,1735
402738,784,2024-03-24,873
402739,3797,2023-09-21,3386
402740,8827,2023-06-30,2776
